Class,Date,Year,Month,Y/Y Percent change,# drugs,# price changes,# price changes (%),# price changes prediction,# price changes prediction (%),TRx weighted WAC,Sales weighted WAC,M/M Percent change,Sales weighted WAC predictions,M/M Percent change predictions
ONCOLOGICS,2015-01-01,2015,1,,101.0,38.0,0.37623762376237624,2687.0,0.3872832369942196,418.283366215802,773.5442499442436,0.024329153143914928,750.069984773788,
ONCOLOGICS,2015-02-01,2015,2,,101.0,1.0,0.009900990099009901,153.0,0.022099447513812157,415.08871317715244,781.3515372368128,0.010092877418624635,772.3339422688084,0.029682506895319927
ONCOLOGICS,2015-03-01,2015,3,,101.0,18.0,0.1782178217821782,1106.0,0.15934065934065933,424.11265728671395,777.3343348599608,-0.005141350833017477,772.6059193593602,0.0003521496022209636
ONCOLOGICS,2015-04-01,2015,4,,101.0,5.0,0.04950495049504951,569.0,0.08196721311475409,420.88585726834907,782.359786683796,0.006464981152209726,787.8830421941657,0.019773499596628996
ONCOLOGICS,2015-05-01,2015,5,,101.0,4.0,0.039603960396039604,190.0,0.0273224043715847,419.62798539477694,765.6683463688327,-0.021334737034112705,779.8707008432377,-0.010169455264089078
ONCOLOGICS,2015-06-01,2015,6,,101.0,32.0,0.31683168316831684,1262.0,0.18181818181818185,426.332098158369,771.67836512123,0.007849376013648213,783.6188773684681,0.004806151226321997
ONCOLOGICS,2015-07-01,2015,7,,101.0,17.0,0.16831683168316833,1175.0,0.1693121693121693,414.3833242119494,747.9942310014694,-0.030691717158663367,765.3275660753856,-0.02334210139820525
ONCOLOGICS,2015-08-01,2015,8,0.06826304676079246,101.0,0.0,0.0,37.0,0.005291005291005291,418.65821311027753,766.3914277756317,0.02459537254656463,781.1669143407668,0.02069616850024847
ONCOLOGICS,2015-09-01,2015,9,0.08033998493007075,101.0,9.0,0.0891089108910891,511.0,0.07368421052631577,434.04878051513884,795.1351253204455,0.03750524406077882,798.7446960724194,0.02250195369127561
ONCOLOGICS,2015-10-01,2015,10,0.08348885098426755,101.0,25.0,0.24752475247524752,1162.0,0.16751269035532995,445.6603783537204,806.4212935456702,0.014194025475451566,803.6972996094435,0.006200483785841593
ONCOLOGICS,2015-11-01,2015,11,0.0834256260340823,101.0,0.0,0.0,67.0,0.009615384615384616,440.80287160532015,799.9166403090143,-0.008066073265571072,790.386322164149,-0.01656217764046608
ONCOLOGICS,2015-12-01,2015,12,0.07887740233243044,101.0,10.0,0.09900990099009901,760.0,0.10952380952380952,438.5408284196239,805.5170914551744,0.007001293464774738,790.8355221771742,0.0005683296894551937
ONCOLOGICS,2016-01-01,2016,1,0.08052138382262036,101.0,51.0,0.504950495049505,2388.0,0.34418604651162793,443.29730673258945,814.0545217126943,0.010598695357409316,798.2969182184169,0.009434826625770887
ONCOLOGICS,2016-02-01,2016,2,0.08034898929521739,101.0,1.0,0.009900990099009901,193.0,0.027777777777777776,437.26155008261446,813.2205096396192,-0.001024516234269468,815.6218839208052,0.021702408348328595
ONCOLOGICS,2016-03-01,2016,3,0.08689965472818248,101.0,21.0,0.2079207920792079,1023.0,0.14746543778801846,441.6447428161601,810.5902097631623,-0.003234423929645458,817.7448484031347,0.0026028782750704416
ONCOLOGICS,2016-04-01,2016,4,0.08789764315468145,101.0,13.0,0.12871287128712872,825.0,0.11894273127753305,446.8270134549635,817.2435656005704,0.008208038731866818,815.3332894534088,-0.0029490359424887425
