Class,Date,Year,Month,Y/Y Percent change,# drugs,# price changes,# price changes (%),# price changes prediction,# price changes prediction (%),TRx weighted WAC,Sales weighted WAC,M/M Percent change,Sales weighted WAC predictions,M/M Percent change predictions
GI PRODUCTS,2015-01-01,2015,1,,19.0,12.0,0.631578947368421,627.0,0.5416666666666666,9.733776023973709,42.44602365211662,-0.042155079016702346,42.529407027156296,
GI PRODUCTS,2015-02-01,2015,2,,19.0,4.0,0.21052631578947367,171.0,0.14814814814814814,10.135704133958384,47.919006576637884,0.12893982648121027,46.08631647884947,0.08363411813905564
GI PRODUCTS,2015-03-01,2015,3,,19.0,1.0,0.05263157894736842,43.0,0.037037037037037035,10.051778426982654,47.00844080540269,-0.019002183815703733,45.74579156550824,-0.0073888507339809895
GI PRODUCTS,2015-04-01,2015,4,,19.0,3.0,0.15789473684210525,129.0,0.1111111111111111,10.045909614797528,44.90246716269129,-0.04479990415826263,46.07757888154235,0.007252848943688939
GI PRODUCTS,2015-05-01,2015,5,,19.0,1.0,0.05263157894736842,43.0,0.037037037037037035,9.868853102403447,42.51895748819468,-0.053081931241342306,46.47749098305143,0.008679104050522968
GI PRODUCTS,2015-06-01,2015,6,,19.0,5.0,0.2631578947368421,214.0,0.1851851851851852,9.88929354402645,42.749837126070005,0.0054300399519302545,46.649324087909285,0.0036971252368274143
GI PRODUCTS,2015-07-01,2015,7,,19.0,0.0,0.0,43.0,0.037037037037037035,9.948612563144973,43.207516874057404,0.010705999806214228,46.526912935968774,-0.0026240712879318506
GI PRODUCTS,2015-08-01,2015,8,0.10680441821695134,19.0,1.0,0.05263157894736842,43.0,0.037037037037037035,9.900954607706955,42.28691907597921,-0.02130642685997386,46.31807099790228,-0.004488626579500443
GI PRODUCTS,2015-09-01,2015,9,0.21818121847079128,19.0,4.0,0.21052631578947367,171.0,0.14814814814814814,10.506663264952657,57.14947552285781,0.35146936148680474,51.624583714009255,0.11456679006229131
GI PRODUCTS,2015-10-01,2015,10,0.2598990382129108,19.0,2.0,0.10526315789473684,86.0,0.07407407407407407,11.013396089283368,54.5697585633977,-0.045139818622277894,51.51466485527542,-0.002129196030766334
GI PRODUCTS,2015-11-01,2015,11,0.2588066942192762,19.0,0.0,0.0,0.0,0.0,10.95382478502367,53.904609744076254,-0.012188963939591013,50.65574057690238,-0.016673393504278655
GI PRODUCTS,2015-12-01,2015,12,0.2594550850393008,19.0,0.0,0.0,0.0,0.0,10.955416951458488,53.96510955240927,0.0011223494357950337,49.99592296792445,-0.013025524875630579
GI PRODUCTS,2016-01-01,2016,1,0.1956247920816652,19.0,10.0,0.5263157894736842,560.0,0.4838709677419355,10.890634448790081,51.04582804233921,-0.05409572099978677,49.80712178048065,-0.003776331673383204
GI PRODUCTS,2016-02-01,2016,2,0.14826472944435928,19.0,0.0,0.0,0.0,0.0,11.067072162402706,53.030651225706514,0.038883161650762554,53.02433729796928,0.06459348387301223
GI PRODUCTS,2016-03-01,2016,3,0.14736452699875072,19.0,0.0,0.0,0.0,0.0,11.049749631008801,52.129372881647576,-0.016995422896523782,52.09528735571875,-0.017521198558875906
GI PRODUCTS,2016-04-01,2016,4,0.1731187629211629,19.0,2.0,0.10526315789473684,72.0,0.0625,11.318191642418736,49.42032976637719,-0.051967690488448515,48.622195863196325,-0.06666805518908747
