date,yhat,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper
2015-01-01,752.5455578167616,762.7744497767651,740.2515054606454,765.9238364133953,762.7744497767651,762.7744497767651,-10.228891960003507,-10.228891960003507,-10.228891960003507,-10.228891960003507,-10.228891960003507,-10.228891960003507,0.0,0.0,0.0
2015-02-01,774.1216472269384,766.0852935897306,760.2081970350516,786.6936815518795,766.0852935897306,766.0852935897306,8.036353637207869,8.036353637207869,8.036353637207869,8.036353637207869,8.036353637207869,8.036353637207869,0.0,0.0,0.0
2015-03-01,773.8119610457818,769.0757331627317,761.1599802199827,787.0775229076543,769.0757331627317,769.0757331627317,4.7362278830501126,4.7362278830501126,4.7362278830501126,4.7362278830501126,4.7362278830501126,4.7362278830501126,0.0,0.0,0.0
2015-04-01,788.7071300191981,772.3865769742953,775.2965431787447,801.256463402323,772.3865769742953,772.3865769742953,16.32055304490279,16.32055304490279,16.32055304490279,16.32055304490279,16.32055304490279,16.32055304490279,0.0,0.0,0.0
2015-05-01,780.1010364768534,775.5906193725824,766.0960420780958,794.2685271234149,775.5906193725824,775.5906193725824,4.510417104271084,4.510417104271084,4.510417104271084,4.510417104271084,4.510417104271084,4.510417104271084,0.0,0.0,0.0
2015-06-01,783.372874757375,778.9083847766558,770.5424365548338,797.4708216942668,778.9083847766558,778.9083847766558,4.464489980719251,4.464489980719251,4.464489980719251,4.464489980719251,4.464489980719251,4.464489980719251,0.0,0.0,0.0
2015-07-01,764.5800062655404,782.1191254902752,750.3351284485124,778.2103255531265,782.1191254902752,782.1191254902752,-17.539119224734826,-17.539119224734826,-17.539119224734826,-17.539119224734826,-17.539119224734826,-17.539119224734826,0.0,0.0,0.0
2015-08-01,780.4895091208973,786.3309577867731,766.7311826170505,794.1667564504841,786.3309577867731,786.3309577867731,-5.841448665875779,-5.841448665875779,-5.841448665875779,-5.841448665875779,-5.841448665875779,-5.841448665875779,0.0,0.0,0.0
2015-09-01,798.1203245939522,790.5427900832709,784.9417951924391,811.1737862298509,790.5427900832709,790.5427900832709,7.5775345106812715,7.5775345106812715,7.5775345106812715,7.5775345106812715,7.5775345106812715,7.5775345106812715,0.0,0.0,0.0
2015-10-01,803.122121863147,794.6187569848634,789.3520372678598,816.3259973661438,794.6187569848634,794.6187569848634,8.503364878283605,8.503364878283605,8.503364878283605,8.503364878283605,8.503364878283605,8.503364878283605,0.0,0.0,0.0
2015-11-01,789.9336523231723,798.8305894498425,776.8139218083272,803.7494920807743,798.8305894498425,798.8305894498425,-8.896937126670142,-8.896937126670142,-8.896937126670142,-8.896937126670142,-8.896937126670142,-8.896937126670142,0.0,0.0,0.0
2015-12-01,790.6237310068058,802.906556354172,777.6427412562958,804.299615577431,802.906556354172,802.906556354172,-12.28282534736624,-12.28282534736624,-12.28282534736624,-12.28282534736624,-12.28282534736624,-12.28282534736624,0.0,0.0,0.0
2016-01-01,797.9652919878936,807.1183888219795,785.1125938111943,811.8948580965437,807.1183888219795,807.1183888219795,-9.15309683408583,-9.15309683408583,-9.15309683408583,-9.15309683408583,-9.15309683408583,-9.15309683408583,0.0,0.0,0.0
2016-02-01,815.587158088752,811.3302212926064,802.1304559752788,827.7489972284527,811.3302212926064,811.3302212926064,4.256936796145484,4.256936796145484,4.256936796145484,4.256936796145484,4.256936796145484,4.256936796145484,0.0,0.0,0.0
2016-03-01,818.222816688554,815.2703226360962,804.6677414930372,832.0708072569086,815.2703226360962,815.2703226360962,2.952494052457675,2.952494052457675,2.952494052457675,2.952494052457675,2.952494052457675,2.952494052457675,0.0,0.0,0.0
2016-04-01,816.1047402959139,819.4821551067234,803.2393876965488,828.7213792853692,819.4821551067234,819.4821551067234,-3.3774148108096145,-3.3774148108096145,-3.3774148108096145,-3.3774148108096145,-3.3774148108096145,-3.3774148108096145,0.0,0.0,0.0
2016-05-01,834.0948711219405,823.5581220160199,820.3783584111724,847.1167469915745,823.5581220160199,823.5581220160199,10.536749105920592,10.536749105920592,10.536749105920592,10.536749105920592,10.536749105920592,10.536749105920592,0.0,0.0,0.0
2016-06-01,830.4798215853674,827.7699544889595,816.6534438457511,843.7657956239713,827.7699544889595,827.7699544889595,2.709867096407954,2.709867096407954,2.709867096407954,2.709867096407954,2.709867096407954,2.709867096407954,0.0,0.0,0.0
2016-07-01,830.3328147046608,831.845921401333,816.9825289176973,842.9461346282316,831.845921401333,831.845921401333,-1.5131066966722424,-1.5131066966722424,-1.5131066966722424,-1.5131066966722424,-1.5131066966722424,-1.5131066966722424,0.0,0.0,0.0
2016-08-01,839.4476508471073,836.0577538774526,826.4739470891683,852.876523271095,836.0577538774526,836.0577538774526,3.389896969654707,3.389896969654707,3.389896969654707,3.389896969654707,3.389896969654707,3.389896969654707,0.0,0.0,0.0
2016-09-01,825.6826694365852,840.2701489747711,812.8361777625669,839.3148219776858,840.2701489747711,840.2701489747711,-14.587479538185855,-14.587479538185855,-14.587479538185855,-14.587479538185855,-14.587479538185855,-14.587479538185855,0.0,0.0,0.0
2016-10-01,848.8076196736499,844.346660359273,835.7057739199198,861.5599993623636,844.346660359273,844.346660359273,4.460959314377017,4.460959314377017,4.460959314377017,4.460959314377017,4.460959314377017,4.460959314377017,0.0,0.0,0.0
